,random_expected_cost,random_true_cost,random_expected_value,random_true_value,costben_expected_cost,costben_true_cost,costben_expected_value,costben_true_value,optimal_expected_cost,optimal_true_cost,optimal_expected_value,optimal_true_value
0,7.016049002783614,6.132321886211628,7.931924005067728,5.273450763575267,9.150920769405152,16.913673194869588,23.987398297900675,19.433987906563093,10.371493708360552,16.10175026976271,26.371404636517067,20.211827908226383
1,8.2855483912496,10.00296146941357,5.5638771100558975,8.622751474399207,8.094498422916214,11.661703123602088,19.887414274177836,14.72976115303197,10.344988011741439,13.272335434369278,24.058758021026442,17.444778593730348
2,8.552655355914517,11.843752606405783,14.44120372323283,14.158025124876344,8.74162842529373,13.674900644652839,23.035630046569537,19.30654287835388,9.251656023666191,14.172518066309122,23.477380215118743,19.23598753523006
3,9.008984949764763,7.840693351387325,9.541247539557112,8.203561294620414,9.59930172377037,16.517238849668594,19.60272144989169,16.132879911429804,10.062844876033864,17.11429813613851,19.940667935772613,16.086817255731265
4,9.730479197995473,9.684551530073186,14.648053750410906,12.163687063625787,8.73385739612925,16.970363370981342,20.957891025137165,20.332112777548435,9.354358470650617,17.29839136763161,21.720540746802275,20.422494905716825
5,9.560239205106896,13.762483587583047,14.86763359227001,13.79314925183382,9.828531965145174,17.025236109935005,26.716559110963644,18.960773996051884,9.828531965145174,17.025236109935005,26.716559110963644,18.960773996051884
6,8.07782479180084,6.775081660859136,9.383025162712025,8.251331144657659,8.77108708571837,17.14339017159085,23.705648556339717,19.096409300993795,8.77108708571837,17.14339017159085,23.705648556339717,19.096409300993795
7,9.158633167097737,11.465982968758329,12.971902501082925,11.87755090500771,8.742117992489606,15.347419428127381,19.334777384012227,17.77435365938102,8.742117992489606,15.347419428127381,19.334777384012227,17.77435365938102
8,6.944237925412085,9.10269913773227,8.629410343931417,8.707138882857517,8.821565211549595,16.327249647744157,20.351991795923674,16.51995482575427,9.748403177853138,16.03585016330075,21.543236397330254,16.710246509549926
9,8.95656802395866,6.067570324863003,4.1549113268057285,5.13585367506445,8.02133563357388,13.604226188250097,22.393755195638697,18.519685894915135,10.682468969320402,15.865073322933313,24.93808646326372,20.193958011527283
