,random_expected_cost,random_true_cost,random_expected_value,random_true_value,costben_expected_cost,costben_true_cost,costben_expected_value,costben_true_value,optimal_expected_cost,optimal_true_cost,optimal_expected_value,optimal_true_value
0,4930164.511972233,5058135.045891331,7.273155820799449,7.496405301330758,4570420.10425872,4745671.220791913,18.560769937937295,18.31647828811604,4984565.409137414,5156579.913092605,19.546625431476652,19.33186178800698
1,4627518.434195072,4625870.1676880615,8.989417166482896,8.623268954825965,4727028.470738623,4905651.2465398135,18.42093483030877,17.63546750245891,5044213.683068326,5276225.317632913,19.159033436607462,18.359997655886406
2,4898603.280804783,5068242.296116977,8.157450011089114,7.49041470945003,4533353.665939143,4700916.013071152,17.530847664286348,16.412127983772574,4962268.349757108,5199730.089403204,18.764153362329683,17.351756043024373
3,4622304.630406001,4644040.115791967,5.721645954264666,5.869562202680066,4916222.145397722,5127223.18652644,19.59263868220847,19.77292123561714,5083380.3934359765,5141141.476943568,20.046714586925916,20.196561147184784
4,4735106.09870664,4481350.4544747565,5.174137993197185,4.957422802627512,4868648.513285255,4934126.583932769,19.135918380861735,18.39231188575631,5029811.346736268,5142982.730614682,19.28723646558848,18.645963108882828
5,4843490.58986181,5072300.834290566,7.93945272211239,8.495998675467053,4686307.998365547,4839541.353561779,19.378607563169613,17.82905863702461,5033038.594577352,5143499.166679447,20.442658976275837,19.071220694167934
6,4670387.494876664,5012595.339328455,4.4581545568904914,4.426014049365223,4890370.559013581,5138562.490701331,20.72016151835314,20.931480937786855,4890370.559013581,5138562.490701331,20.72016151835314,20.931480937786855
7,4428998.114062098,4207087.516855751,5.983545909256889,5.81951750749708,4579138.2544296,4697596.34715573,15.46147177492745,14.452315401251044,4977909.74581836,5124692.674160891,16.60633993834582,15.58650983102656
8,4235338.431157874,4576733.854365543,9.022432798905214,8.837613114063938,4737013.285968806,5127166.646944245,18.078859212985762,17.82703089444709,4989847.685349245,5313486.791445705,18.79633151464696,18.355575569570128
9,4504114.481897384,4381865.50256866,4.420837220787244,4.430737630663045,4734919.286466862,4768986.048264966,20.239096685787853,19.866015822349752,4944578.987258214,4882131.933089016,20.838458573957094,20.276275925428294
10,4407229.807681083,4120925.50919979,3.425586239717619,3.5235869329112095,4752922.006104337,4844239.246788422,20.19143423430456,20.31234994480251,4903359.181134749,4998130.549325539,20.511289753142016,20.51858792447124
11,4714576.701324316,4828327.905073778,7.584355157844961,7.6386954871735115,4987570.321347694,5115836.282830397,19.973704171167302,19.595178519580006,5061669.494499198,5037300.284984408,20.1302546531229,19.528021883109677
12,3672729.172331773,4109665.908491181,6.523033224835471,6.9169653601797725,4764574.131832054,5136271.63062567,18.248639990068106,17.781774231103686,4960825.90877548,5309750.655389501,18.767308829721795,18.190335910882993
