,random_expected_cost,random_true_cost,random_expected_value,random_true_value,costben_expected_cost,costben_true_cost,costben_expected_value,costben_true_value,optimal_expected_cost,optimal_true_cost,optimal_expected_value,optimal_true_value,cheap_expected_cost,cheap_true_cost,cheap_expected_value,cheap_true_value,good_expected_cost,good_true_cost,good_expected_value,good_true_value
0,4514906.190926013,3551995.608193804,9.560153023258085,8.021008796332408,4944191.468531625,9597873.068627547,24.564639062674253,20.95257128455461,5007220.495442175,9277238.044434331,24.728928064184192,21.249101037426225,4729997.904789098,10719007.13737197,21.271498506062112,23.175095788040487,4979869.841195092,5813638.315096417,13.71486991204005,9.050590798662647
1,3649420.639889242,4769313.240643262,6.171988211131269,5.92846531280146,4981028.755882517,7675782.066949677,28.819003530109665,20.780028037694954,5096134.842037054,7652889.613869674,28.99293749899374,21.05123342634713,4730577.5793870315,9975592.442500906,22.9487964801736,19.02994421563447,4684704.519375816,5227479.980689071,19.571327866312345,12.261496064564081
2,4550946.376436654,4854843.976913489,6.82411650161043,7.206955798526753,4732776.440753664,11180426.357780796,23.251800142471808,18.73662188246192,4967653.995892159,11321630.432603585,23.932616158405065,19.203375985203472,4863449.183279002,11636284.204529608,17.493802778535144,22.30525783239528,4685966.400450617,4533510.833866054,13.736592971885628,9.68525824629494
3,4667690.008328652,4277538.349571132,6.670819031410986,6.220407520199372,4719143.654919878,9592559.679743955,25.09326244056635,20.746541935572875,4929958.850232079,9573193.907740215,25.899421170230383,21.493953256943772,4885870.881314615,10806588.905811962,21.662324270901557,23.216624588616614,4838325.296003023,4532972.419601384,14.040701608290762,9.971097950714556
4,4140585.4149478106,3327977.1526226825,3.715591670987102,3.7263161622283176,4688671.088117474,10532869.749983942,29.049455334895526,25.016685153359788,4974930.521706265,10655182.281577792,29.792905275573943,26.389762868753557,4781440.403196949,11036580.08056084,25.508756652476666,25.030937240837364,4842510.335665226,4875339.899245974,14.803827629812698,10.532750284864054
5,4811424.543664252,4034125.413197671,6.729475341326363,7.699635072473386,4914584.306759759,8813522.401029337,29.262538484616236,22.65024592619148,5073906.206305767,8820118.023907354,29.793211212779422,22.58632412433923,4790827.131661567,9507065.89059329,23.70427771906967,22.815944434367744,4986980.858725916,4240477.261471569,13.469258273140897,9.652612664387748
6,4793418.495653098,5089438.411671281,9.179947835468294,7.510073933386375,4650208.172400777,8492008.54995274,27.384387424087937,17.910048480247653,5088097.477570315,8935189.494130751,28.541006946681385,19.432795297765324,4915930.460921147,11146405.260506248,22.652729286168675,20.320578939327703,4455286.897025397,5091561.01779799,15.214231220399554,9.569675617012326
7,4697779.435701027,4715578.956510905,6.123623581646932,7.623802855030797,4771712.448851245,9045523.136353752,24.8714415993591,18.718027851839192,5076980.614533612,8979592.904499166,25.349456067347088,19.467215489417352,4693921.761727709,11348714.080286767,16.94761428940621,18.499677105779583,4855162.242808018,4863269.0600759415,13.540684780524145,9.540545266574021
8,4691718.353356409,5466306.365214531,6.193415144376471,6.482285173659692,4904755.133645555,7595786.084623934,24.559253948753984,19.95533009299266,5039242.447076824,7395755.744732045,25.04308727335075,20.293962405921473,4921698.572897301,11019316.075423887,19.663086490715166,20.562293010006215,4231458.888895922,3380619.482477652,12.252439040537292,9.307520852889489
9,4838647.369079795,5072676.7078559175,8.733753345448527,8.506490163172927,4982538.135507358,9012056.852259181,23.428722779078768,18.884038656118975,4982538.135507358,9012056.852259181,23.428722779078768,18.884038656118975,4823520.017754734,10548162.634443944,17.730294850794806,18.769221382016703,4319217.810530703,4059368.620972715,12.580041321237772,8.198398328435145
10,4936270.81197726,5589889.981919213,9.634175800456585,9.588696520080648,4669259.750703849,7008534.162641543,24.972070265178306,18.804549379958186,5064346.374565411,7300324.361234194,25.973854065072715,19.87039033018916,4682404.73412358,9637203.310720203,19.42214921133472,19.19794464653936,4602357.926119018,4662744.229008562,12.410559064779935,8.486782972468225
11,4295475.985271776,4149847.363791869,5.158436691492538,5.656271478907587,4741341.633721186,8327200.629726611,23.703267192231564,18.940083101841115,5068488.388999673,8216157.603244867,24.468332633946147,19.048469105137954,4698736.661208515,10824828.203120723,14.483023395343718,17.98314313313454,3916891.4821453216,3621151.872836982,15.565809998531716,10.967337683142832
12,4656511.113940736,6032475.033239365,11.781979046977616,11.54640144741765,4742509.051411986,8611740.130893078,26.55512604693035,22.81539106155061,5158688.7237603385,8457804.742127612,27.77494368906175,23.326653940052115,4774606.532284129,9205348.106720285,21.151537041668057,23.990532050175013,3533255.7512880224,3019151.9643975487,10.188622377954923,6.6508479624992685
13,4791098.621408164,5015245.479922141,5.22814078076287,5.763729209813287,4891980.578625589,9579563.781075707,30.453463133117904,23.538533738101822,4891980.578625589,9579563.781075707,30.453463133117904,23.538533738101822,4879319.740968807,10295974.994188003,24.198810407584567,24.07972154739776,4823688.9778151745,5744269.56566614,17.592521189456736,11.435304621234506
14,4302764.128611301,3632819.040830196,6.28713477798656,6.4085108927254515,4976711.285432118,9654179.362311149,25.38741711693543,20.592859422707008,4976711.285432118,9654179.362311149,25.38741711693543,20.592859422707008,4838927.987338847,9970239.921551306,18.85922658285197,20.45475488662392,4891229.426187916,4429109.172887515,12.725578414868469,8.662643803871813
15,4779591.013126327,4410948.04436115,9.494445677546656,8.305178793252137,4598006.515181312,9423265.826082999,27.70342944887486,20.18938055593384,5079504.061256934,9569045.407071551,29.4929472002124,23.088187033312728,4818664.999599594,9779458.715545114,20.812086206717407,23.305028065849427,4894701.607401488,5488016.831189569,18.953672494754883,12.80231743534752
16,4164775.596179957,4831880.610072403,8.721865345439399,7.584421950149485,4980944.213196431,8193762.660116892,28.58271487321402,22.537889230667076,5089042.629104602,8149258.713320417,28.91676026242728,23.14843775158537,4717192.6590599865,10694538.401962603,19.715457574028548,22.373547741955186,4232285.813674508,4319488.7419851115,19.419079871479084,12.908725246457031
