,random_expected_cost,random_true_cost,random_expected_value,random_true_value,costben_expected_cost,costben_true_cost,costben_expected_value,costben_true_value,optimal_expected_cost,optimal_true_cost,optimal_expected_value,optimal_true_value
0,4726470.093170076,4809210.022140043,7.568437869312637,7.162099698123722,4850702.841984594,5430362.6589400815,20.39189192313672,19.40255790480869,5037259.187062965,5654855.863376504,20.554550731295574,19.840790813139005
1,4684036.391235631,4760056.679536175,6.540605669089614,6.144711792960285,4919949.952809956,5147589.064860237,19.722622607748537,18.132241802231707,4972988.094375573,5164928.219492007,19.892234894272615,18.286214697486795
2,4642635.03694457,4536684.59138239,6.0812990384826975,5.8307827302053346,4635917.998305027,5524467.983081725,19.0571939580018,18.076388591174464,4972716.1283737635,5846086.449003346,20.012449677450608,18.88693500197639
3,4833269.781395386,4726377.182235137,5.374110512028198,5.324710314021764,4637300.939138472,5011776.8476497205,18.461009206457653,17.574318084953507,4928503.537196493,5290133.058955686,19.26355225661485,18.408503223087596
4,4928286.804874988,5077589.570135974,7.367523834102196,7.311791860214316,4712395.878118744,4898614.8436034145,20.769732152784417,19.62880300155265,5021388.58293147,5269366.433614826,21.267381246159808,19.83543920263096
5,4339254.544325146,4640782.074986048,7.312780765105218,7.010966786826721,4713858.88526617,5252704.283234388,21.95427593562669,19.47586790485868,4946654.576903568,5532434.746079936,22.698506722237106,20.331571541905756
6,4252952.122991611,4086662.4270388884,3.7453024828187296,4.067096464760089,4906918.385654551,5056641.988332368,15.310048532669345,15.19090670301634,4906918.385654551,5056641.988332368,15.310048532669345,15.19090670301634
7,4212772.837261627,3633788.263263645,5.1811840352625715,5.40852399366153,4760588.671407663,5103030.720470645,16.698491194437626,15.274551728320885,5061392.45077253,5325297.164622291,17.200433700774116,15.937658132148343
8,4697490.783982169,5061821.1964637,5.641451597849343,5.787367579212451,4748592.321698226,4948989.788130436,18.878819649913098,17.766853174612958,4997478.736861352,5195823.658609432,19.696508176263926,18.360582138737666
9,4790586.7895864565,5166630.890678792,7.521093572235688,7.484945784152078,4524606.089325616,4960140.293323133,18.138055959988073,16.78170545540123,5012927.877401558,5441999.16256665,19.491933215455433,18.07165062242126
10,4798239.955531826,4830175.431897812,7.264168869272219,6.977690205093251,4690050.820535958,5222165.782411469,19.358342726679798,18.10555447585324,5033090.370226662,5561741.338053723,20.324659351709833,19.285971664595632
11,4248177.5084110275,4112248.9289755165,4.577916536290044,5.192548337049506,4802771.0413419455,5279371.3620303385,23.050810169305304,20.215818190666386,5034904.083550492,5494460.194000376,23.67208518978149,21.116720227007853
12,4967997.541229199,4476518.58482757,8.315687021209056,8.624716605322034,4946041.060229477,4961476.285860582,21.197321494224354,20.460645066190718,4946041.060229477,4961476.285860582,21.197321494224354,20.460645066190718
13,4890089.13491481,4284897.985160839,6.382329087252336,6.24376627942827,4584311.673794898,5015961.514802678,18.287789688183512,17.696956188073738,4972438.48699224,5485528.756093676,19.132097896770997,18.534604003510335
14,4641064.985625122,4384137.166597184,6.542994678190471,6.519407056768392,4788498.528233865,5438914.285731369,21.247660190400314,18.556367814557063,4956821.598285193,5461850.530666204,21.69707002546396,19.224988601890725
15,4817514.506953655,4361239.2039777925,5.689107636438912,6.391215591533615,4725953.159750378,5280789.015475353,19.992928762600073,19.530285596478453,5044426.154446813,5272739.545890119,20.7177891322752,20.43209084224788
16,4556386.991692797,4940003.3895556275,7.200566119551063,6.460339474648928,4789088.701470249,5234448.546395892,20.465852870294235,20.474168300825276,5022566.070673821,5416520.755134325,21.07798323557998,21.091341367544025
17,4711140.858550139,4597341.812433056,6.083151358518638,6.142565273335689,4722784.552786881,5676050.475842917,21.466911640004867,20.057618611474332,4926535.080007085,5919628.8826743,22.008030146677967,20.76420121483607
18,4720010.935369247,5312628.588962583,8.066713110255888,8.096960594971222,4914275.748983823,5434130.007277042,21.180404795072285,20.64889757827666,5021953.604858597,5501346.391054796,21.333136134350127,20.452305804156257
19,4152554.081293093,3779427.6955082277,5.990747393045577,5.854689983870022,4848784.652252277,5134258.947587085,18.70496663041269,17.625106503826878,4964247.09275721,5272583.051340816,19.005040874457418,17.98891053412322
20,4828430.916120489,5063030.224599358,7.387795195908077,7.446193487057014,4879458.605236235,4961510.841332275,17.99588319822415,16.104942628631655,5046764.791995509,5065475.83175825,18.28808910091819,16.404287107539652
21,3044600.5424489956,2666247.842238896,4.69745442159384,4.852085631145568,4878557.109669774,5318583.323603051,21.58171342787308,20.452291334347677,4975820.773322504,5360689.742109314,21.917936077125177,20.71416596162462
22,4780499.927953887,5034722.101663972,7.9608733472854665,8.260328664232777,4761840.00564755,5486995.447067383,20.929512330088468,19.16803124095274,5070917.628405874,5753055.052727939,21.828009424803003,20.07375767876036
23,4793755.136354729,4721355.539335404,6.410755515053455,6.293229787864609,4975669.687472943,5202630.642248689,19.195871455303795,17.81919405691999,4975669.687472943,5202630.642248689,19.195871455303795,17.81919405691999
24,4499651.430801654,4319137.881276643,7.4908706353239785,7.510781369873623,4942076.634529422,5481538.689415118,18.257027087418845,18.555993843307938,4942076.634529422,5481538.689415118,18.257027087418845,18.555993843307938
25,4302900.00056126,4052256.048137401,6.178944027547834,6.08682081802415,4876652.065181942,5057635.087091877,19.78519418447102,18.66765434575197,5017004.834159783,5176978.476011169,20.024988083398387,18.60726048396229
26,4607566.9318145225,4670014.43720337,6.463435694988003,6.983270809553691,4883426.80671563,5478497.256292095,18.54519844181741,18.026942979530027,4883426.80671563,5478497.256292095,18.54519844181741,18.026942979530027
27,4606940.070726225,4922576.049871114,8.912400549671233,8.601960665709283,4499046.402801998,5101632.5491292495,17.325332958598548,15.791124827708314,4932538.645844189,5550473.161638737,18.476958301863476,17.043064528188868
28,4736777.889536421,4116001.413596252,6.775867620842427,6.897477342781893,4456808.0355606405,4826695.280215379,20.019449399401363,18.388330761977706,4927976.485458164,5331778.779448194,21.603261582293115,20.01786266483494
29,3915243.8827981204,4130031.8159372625,5.653265560053743,5.348754415048731,4876270.028563662,5025733.473906603,18.402368450661427,16.477048316316726,4930454.777169149,5026860.865951585,18.532583775089847,16.518517063818123
30,4660488.536944755,4666807.418689703,7.858789415852611,8.144921261101688,4937544.902168604,5370440.785885375,22.462824197662044,21.528314048606877,4937544.902168604,5370440.785885375,22.462824197662044,21.528314048606877
31,4142357.258564567,4387253.320921833,6.218666856324431,6.091914411846666,4839640.449295312,5043824.302848384,20.6457903948482,20.488320139908538,5007607.282232227,5200424.539124702,20.868603367756364,20.64898155160964
32,4848583.604381967,4918299.80159049,10.049191602502791,9.686679404487016,4980570.890275262,5193784.5795155335,20.542404917838322,19.77681102795272,4980570.890275262,5193784.5795155335,20.542404917838322,19.77681102795272
33,4814833.568393536,5068955.405688925,6.709900005612916,6.049964115129679,4752249.558096633,5458178.785928184,22.605478405392084,21.20723287753326,5038661.454635696,5689485.835670964,23.115962395782976,21.692236345768983
34,4732054.349462051,4533942.528861199,5.006196706688464,5.2025707175379186,4897587.642679017,5607841.278149144,18.607790873440376,17.492498884423412,5040973.814889485,5698054.734252788,18.83831406898672,17.827976238792605
35,4707584.395162145,4408669.739738066,5.162093451714727,5.201047758619995,4934054.737871364,5726950.146446879,19.545238145860978,18.71901803808494,5085899.328542363,5780375.006631995,19.61174838019025,18.917897406899733
36,4817501.328023722,4936395.382604148,8.161413365165815,8.218255460013083,4620174.339419062,4186036.4884503987,17.957124113107415,16.18545141469168,5000030.309681461,4564226.790590316,18.819417270396137,17.27458722949954
37,4708288.38660622,4949304.964469239,7.2868972562560295,7.17700917305563,4750511.191938621,5240456.46158585,18.857960787104997,18.075686122889746,4974774.009271588,5509429.057383118,19.441351887746006,18.331117918264603
38,4969059.055591068,4744784.843359195,7.580891032524858,7.87484736880414,4807672.352962913,4816492.455045283,20.717944475014324,19.41667157742533,4887115.1071384465,4987067.162403614,20.95374459746725,19.889062583304344
39,4279601.509706258,4464058.306022162,6.432290031681233,6.412646024758913,4801144.123672871,5342013.118430395,20.58294788417908,17.97085455500189,4911428.287389991,5345777.521373733,20.705527240172934,18.02866114205629
40,4696675.024835439,4854447.535520239,7.517925468809125,7.101787190691097,4971414.087146851,5277112.52339355,22.06749087422232,21.19407267625863,4971414.087146851,5277112.52339355,22.06749087422232,21.19407267625863
41,4352683.207640256,4166875.389037707,5.327704822912523,5.817102161666188,4784609.395330093,5066616.381722107,19.8736008627642,17.706993743050926,5019019.566496979,5294927.813205266,20.580229173072887,18.47364372153213
42,4412273.6563192,4909687.808627629,7.020143502003066,6.340687973847279,4787401.434697885,5629291.85189338,20.246094537169604,18.368479613147667,5021056.1237979075,5806503.6455743555,20.824254018323956,19.00990189755037
43,4244243.212378961,3939434.610531426,2.635178591443173,2.7644968504670615,4814441.48222414,5443984.567940937,20.957112165778263,18.83195530516811,5082324.97670929,5622250.157168429,21.67706040443106,19.60339140542723
44,4779958.50806298,5028750.745291162,10.297785437459389,10.78315375928631,4839573.423108217,5012917.619757409,19.239054367209153,18.404533737159483,5037544.305360805,5241983.8074755175,19.490022484011806,18.755338325046562
45,4385118.273282381,4137050.3250704175,5.5170712580137575,5.775488503131132,4654920.996518657,4796524.478396857,18.186325246452544,16.981297555327433,4983968.101512577,5085182.465304822,18.983790860595548,17.914961399943245
46,4998196.616083095,4952883.77213139,7.605325969716731,7.528654281022158,4802537.36243406,5486157.219549805,20.998310021961856,18.943087028754107,4922799.53734007,5522663.29081895,21.340213032008926,19.305824070018414
47,4592958.299861574,4252542.818619611,9.250810862363371,8.997763500918346,4532261.2806177605,4633317.549691287,16.873608619702857,16.008229449668015,4925420.427824689,4836282.158416491,17.91663829250423,17.354566658718312
48,4851848.791151689,4975233.205535242,7.173315898304951,7.573361841305457,4766531.187790593,4942382.801894249,16.725838846910676,15.530898005811194,5081026.620954522,5271651.004217614,17.485275214517824,16.607285954356104
49,4954822.75367805,4919873.004526678,5.219710926136483,5.341231612598248,4871555.373961632,5651263.571141544,20.745770529815236,20.091572040376107,4964290.338090457,5705604.841413652,20.996095852097273,20.21059154608177
50,4666436.047006868,4618441.52463209,6.004307995950976,6.545718525884079,4609470.74370128,5127088.99272609,21.093499833967584,19.275855233267894,5002186.831743857,5530450.775698739,22.298201575866997,20.74438302095217
51,4766754.568936802,4345821.017340624,6.6069464245923735,6.356665076826898,4922992.601891359,5204238.215732903,19.091969869821376,19.336311470847363,4994976.558823097,5265167.024306911,19.21751324315432,19.50333232888991
