,random_expected_cost,random_true_cost,random_expected_value,random_true_value,costben_expected_cost,costben_true_cost,costben_expected_value,costben_true_value,optimal_expected_cost,optimal_true_cost,optimal_expected_value,optimal_true_value
0,4918066.225764686,5058135.045891331,7.251619110819519,7.496405301330758,4553355.392672581,4745671.220791913,18.58476152245263,18.31647828811604,4967384.9960399605,5156579.913092605,19.566505298588503,19.33186178800698
1,4628440.251172561,4625870.1676880615,9.023433336025583,8.623268954825965,4665666.517488915,4968849.465020308,18.382673722855223,17.383245440223675,5025653.061473902,5284318.97306496,19.267800918746882,18.302265547105378
2,4882224.782436659,5068242.296116977,8.223501193434037,7.49041470945003,4696011.891027517,4947068.396796147,18.20474620897288,16.695842692396607,4903014.529092954,5020276.175957282,18.78592733214217,17.345732651267134
3,4620550.70332494,4644040.115791967,5.706732120116892,5.869562202680066,4896568.656177988,5127223.18652644,19.573474422457036,19.772921235617144,5010547.703606178,5153103.183344602,19.907061568455468,20.018972486502935
4,4927796.377073487,4798059.403136506,8.341122573118716,8.599613915504793,4862308.595379914,4934126.583932769,19.20460803407748,18.39231188575631,5019245.692528477,5142982.730614682,19.346522344619533,18.645963108882828
5,4705756.871282926,4768873.926098582,7.647801441737456,7.437145312953306,4774195.339445853,5093993.111582765,19.624646791385793,19.12727057254148,5063614.79557064,5268853.684947187,20.317834859942582,19.535652780264027
6,4515623.338416662,4242770.462475516,9.165448242291992,9.17304545491649,4711342.255072181,4981914.3494542185,21.480013012169692,21.317102422674488,5036351.419614009,5172537.517315341,22.449042527055735,22.577538960167324
7,4443272.819075588,4685661.954251806,6.725659344007662,6.702465866576485,4836578.330355962,5135649.438622635,18.48976510353842,17.84250697238671,5006008.584823917,5269621.06331396,18.77177102372398,18.322634918313636
8,4417814.878903217,4360653.843498547,8.507589588329278,8.481254070479126,4932513.223882032,5305976.296694845,21.161049099141394,20.820806500897785,5007973.355368756,5280782.101170261,21.279966010889634,20.519018392662502
9,4535657.932061078,4508029.097679817,6.397039249340944,6.308933514367038,4670254.9301717365,4787098.977458425,19.988237242832483,19.725037691318768,5065709.936015767,5104134.437746219,21.12952416098921,20.341007917009225
10,4928058.2889010925,4857850.903905619,9.298203063830462,9.2695706623538,4749269.031080978,4960902.772280065,19.85192071984062,19.867577005273603,5035406.4369903635,5164301.6622179765,20.38640183666729,20.516636409227402
11,4715355.341348922,4751145.614575244,4.822062623297618,4.697118913278037,4862688.584913608,5215358.998202007,19.04618517951959,17.634324380193377,5000795.3515630495,5378357.239655798,19.447293820076407,17.901258398468098
12,4939688.339567642,4827295.24823963,7.938052778409933,7.228708035689097,4929981.988967661,5315160.346521809,16.784165476699627,15.680050176177835,4975928.957523724,5352759.210432286,16.911201684495627,16.096325477669176
